sample,rep_1,rep_2,Pass_coverage,hhsubid
107001003,5915.11975387085,2179.09473965823,Pass,107001
107001004,6084.43082633849,9792.52462963582,Pass,107001
107001005,5027.54860716316,10031.1558037655,Pass,107001
107001006,2012.2922114838,13358.8844263117,Pass,107001
107001007,9399.68605156673,11799.0503293984,Pass,107001
107001008,2696.6131157409,15498.3193659499,Pass,107001
107001009,8993.70410995552,13155.587064843,Pass,107001
107001010,5072.4108952279,7300.88201852657,Pass,107001
107002002,11309.0961107581,10765.6399357924,Pass,107002
107002004,4734.69788984383,8561.07363809651,Pass,107002
107002005,1344.78446978564,6476.73216734107,Pass,107002
107002007,6276.70671838946,27423.1499180684,Pass,107002
107002008,3403.56378958633,7877.83536768886,Pass,107002
107002009,4172.64231013611,10080.3130789553,Pass,107002
107002010,3071.18610172892,14605.1670735378,Pass,107002
107101002,12416.6062602414,1305.45293114403,Pass,107101
107101003,5797.41347022038,6945.09427147778,Pass,107101
107104001,8899.44520616661,8781.51503193659,Pass,107104
107201002,7658.22516135505,6211.33123766846,Pass,107201
107201003,11537.999565261,9662.47045446945,Pass,107201
107201004,4409.79851519914,1894.33207370498,Pass,107201
107301002,4319.99297729325,5013.83075276728,Pass,107301
107301004,6980.48249339531,6620.63007056148,Pass,107301
107301005,8365.98672374009,12676.8100190616,Pass,107301
107301006,7185.72387385881,9343.43641106244,Pass,107301
107301007,11468.5891047721,9824.7771795472,Pass,107301
107301008,1755.73704979434,2322.40256830418,Pass,107301
107302001,3942.00953081631,12489.3832056984,Pass,107302
107302003,6823.81232652242,8255.86462896699,Pass,107302
107302004,7133.13951777414,5712.09313446811,Pass,107302
107302005,5353.89873925693,7379.52118516537,Pass,107302
107302006,2317.4979099087,6610.8591780089,Pass,107302
107303003,5672.06778584089,8011.113667525,Pass,107303
107303004,7811.87777146106,2741.93559174665,Pass,107303
107303006,8539.92632846203,15275.6357890513,Pass,107303
107303007,6044.98190816975,10634.3677557436,Pass,107303
107303008,7942.93876868542,4867.07955723506,Pass,107303
107303009,4106.29181018627,9642.60495602448,Pass,107303
107303010,3244.39695013878,10919.4567100291,Pass,107303
107501002,6454.74163127445,10515.6771895796,Pass,107501
107501003,5108.41982409792,5945.5476373608,Pass,107501
107501004,4129.62843192991,9584.52994682808,Pass,107501
107501005,10062.4011972043,12097.9849179012,Pass,107501
107501006,3621.94264789486,6227.65702437882,Pass,107501
107501007,4852.86064943317,2711.54516269271,Pass,107501
107701003,11986.5266695649,3877.141758352,Pass,107701
107701006,6391.26519078353,8009.24546032171,Pass,107701
107701007,7509.28612513795,5445.37494565763,Pass,107701
107701009,4716.2987660101,4725.60462160987,Pass,107701
107702004,3030.77085911113,2015.53416045213,Pass,107702
107702005,3843.92963916664,3503.72273684915,Pass,107702
107702006,5032.88502825803,2273.90887201953,Pass,107702
107702007,2472.47537036418,9088.6862522155,Pass,107702
107702008,5054.04745343277,5725.28609169649,Pass,107702
107702009,4195.12172691703,4110.57345416848,Pass,107702
107702010,3923.45373373909,2772.14145737886,Pass,107702
107801002,4961.21221950975,4231.74454068154,Pass,107801
107801003,3685.41363742768,14445.4100257499,Pass,107801
107801004,2860.10136106745,4185.14807878808,Pass,107801
107801005,1472.62722803732,1871.71327291576,Pass,107801
107802001,5849.40581212587,3405.08938902451,Pass,107802
107802003,2692.40270207003,5269.12015516838,Pass,107802
107802004,3904.46751162091,7045.77567468147,Pass,107802
107802005,5141.87546400027,5637.42815102164,Pass,107802
107802006,5445.4762064007,6519.99612079056,Pass,107802
107802007,6421.18172089757,4358.52369327492,Pass,107802
